ph,moisture,label,icon,reason
6.68,47.9,Sawi,🥬,Panen cepat
5.57,38.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.28,40.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.49,83.6,Kangkung Air,🌿,Butuh genangan air
5.07,45.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.97,79.5,Genjer,🌿,Suka pH rendah & basah
7.4,32.8,Bawang Merah,🧅,Suka pH netral-basa
7.45,59.6,Kubis (Kol),🥬,Toleran tanah basa
8.0,22.0,Bawang Daun,🌱,Tahan pH tinggi
4.78,77.9,Genjer,🌿,Suka pH rendah & basah
7.08,48.4,Bayam,🥬,Perlu air cukup
7.01,31.3,Kemangi,🌿,Suka panas
7.21,62.6,Kubis (Kol),🥬,Toleran tanah basa
7.65,28.6,Bawang Merah,🧅,Suka pH netral-basa
5.92,36.8,Terong Lalap,🍆,Tumbuh baik di kebun
6.3,23.5,Cabai Keriting,🌶️,Drainase baik
7.64,63.4,Kubis (Kol),🥬,Toleran tanah basa
5.47,53.6,Talas,🍃,Kuat di tanah asam lembap
6.08,23.7,Cabai Keriting,🌶️,Drainase baik
5.96,17.1,Cabai Keriting,🌶️,Drainase baik
4.76,82.9,Genjer,🌿,Suka pH rendah & basah
6.07,34.6,Terong Lalap,🍆,Tumbuh baik di kebun
6.15,61.8,Oyong,🥒,Subur air tinggi
5.08,16.8,Singkong,🥔,Sangat kuat kering & asam
6.74,26.6,Kemangi,🌿,Suka panas
7.78,26.7,Bawang Daun,🌱,Tahan pH tinggi
6.43,62.4,Oyong,🥒,Subur air tinggi
6.72,45.0,Bayam,🥬,Perlu air cukup
4.83,14.2,Singkong,🥔,Sangat kuat kering & asam
6.03,20.4,Cabai Keriting,🌶️,Drainase baik
5.29,48.8,Talas,🍃,Kuat di tanah asam lembap
5.41,44.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.27,13.7,Singkong,🥔,Sangat kuat kering & asam
6.37,55.4,Kacang Panjang,🥢,Tanah subur ideal
7.77,26.4,Bawang Merah,🧅,Suka pH netral-basa
6.59,32.7,Kemangi,🌿,Suka panas
5.32,43.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.21,53.9,Talas,🍃,Kuat di tanah asam lembap
4.72,77.6,Genjer,🌿,Suka pH rendah & basah
6.32,72.3,Selada Air,🥗,Air mengalir
4.88,75.1,Genjer,🌿,Suka pH rendah & basah
5.22,47.8,Talas,🍃,Kuat di tanah asam lembap
5.11,41.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.77,85.8,Pakis Sayur,🌿,Lembap hutan
5.09,45.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.22,49.7,Kembang Kol,🥦,Anti akar gada
6.86,51.7,Bayam,🥬,Perlu air cukup
6.39,46.9,Sawi,🥬,Panen cepat
6.34,53.9,Kacang Panjang,🥢,Tanah subur ideal
6.37,87.3,Kangkung Air,🌿,Butuh genangan air
6.33,78.8,Selada Air,🥗,Air mengalir
6.54,24.9,Cabai Rawit,🌶️,Anti becek
6.54,34.0,Kemangi,🌿,Suka panas
6.35,57.1,Kacang Panjang,🥢,Tanah subur ideal
6.76,24.5,Cabai Rawit,🌶️,Anti becek
4.74,15.8,Singkong,🥔,Sangat kuat kering & asam
6.57,54.0,Bayam,🥬,Perlu air cukup
6.4,19.9,Cabai Keriting,🌶️,Drainase baik
6.92,29.5,Kemangi,🌿,Suka panas
6.46,58.4,Kacang Panjang,🥢,Tanah subur ideal
4.84,76.4,Genjer,🌿,Suka pH rendah & basah
6.7,59.9,Kacang Panjang,🥢,Tanah subur ideal
6.75,83.9,Kangkung Air,🌿,Butuh genangan air
7.59,34.4,Bawang Merah,🧅,Suka pH netral-basa
4.6,86.3,Pakis Sayur,🌿,Lembap hutan
7.05,27.1,Kemangi,🌿,Suka panas
5.28,48.0,Talas,🍃,Kuat di tanah asam lembap
4.77,92.7,Pakis Sayur,🌿,Lembap hutan
5.62,49.7,Talas,🍃,Kuat di tanah asam lembap
7.73,32.5,Bawang Merah,🧅,Suka pH netral-basa
7.46,47.6,Kembang Kol,🥦,Anti akar gada
6.18,58.8,Oyong,🥒,Subur air tinggi
5.7,54.8,Talas,🍃,Kuat di tanah asam lembap
6.58,45.5,Sawi,🥬,Panen cepat
6.28,56.0,Kacang Panjang,🥢,Tanah subur ideal
5.99,72.9,Selada Air,🥗,Air mengalir
6.5,49.2,Sawi,🥬,Panen cepat
6.21,82.5,Kangkung Air,🌿,Butuh genangan air
6.99,29.3,Kemangi,🌿,Suka panas
7.22,50.2,Kembang Kol,🥦,Anti akar gada
6.35,86.9,Kangkung Air,🌿,Butuh genangan air
5.98,61.9,Oyong,🥒,Subur air tinggi
5.15,18.9,Singkong,🥔,Sangat kuat kering & asam
6.24,29.2,Cabai Rawit,🌶️,Anti becek
6.8,46.3,Sawi,🥬,Panen cepat
6.69,54.3,Bayam,🥬,Perlu air cukup
7.18,54.6,Kembang Kol,🥦,Anti akar gada
4.9,47.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.08,18.3,Cabai Keriting,🌶️,Drainase baik
6.53,51.8,Bayam,🥬,Perlu air cukup
5.0,84.4,Genjer,🌿,Suka pH rendah & basah
6.14,23.5,Cabai Keriting,🌶️,Drainase baik
5.41,48.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.73,52.4,Talas,🍃,Kuat di tanah asam lembap
6.7,49.2,Bayam,🥬,Perlu air cukup
7.7,22.8,Bawang Daun,🌱,Tahan pH tinggi
4.89,83.5,Genjer,🌿,Suka pH rendah & basah
6.57,59.7,Kacang Panjang,🥢,Tanah subur ideal
5.34,48.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.73,45.9,Sawi,🥬,Panen cepat
7.06,54.2,Kembang Kol,🥦,Anti akar gada
7.39,60.0,Kubis (Kol),🥬,Toleran tanah basa
7.59,22.2,Bawang Daun,🌱,Tahan pH tinggi
6.31,25.4,Cabai Rawit,🌶️,Anti becek
6.68,28.0,Kemangi,🌿,Suka panas
5.96,62.8,Oyong,🥒,Subur air tinggi
6.35,17.6,Cabai Keriting,🌶️,Drainase baik
4.99,43.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.74,86.4,Pakis Sayur,🌿,Lembap hutan
5.63,36.7,Terong Lalap,🍆,Tumbuh baik di kebun
5.29,12.2,Singkong,🥔,Sangat kuat kering & asam
7.81,25.4,Bawang Daun,🌱,Tahan pH tinggi
7.61,29.8,Bawang Merah,🧅,Suka pH netral-basa
6.91,49.4,Kembang Kol,🥦,Anti akar gada
6.84,26.9,Kemangi,🌿,Suka panas
6.8,49.5,Bayam,🥬,Perlu air cukup
6.25,42.0,Sawi,🥬,Panen cepat
6.04,76.9,Selada Air,🥗,Air mengalir
6.32,86.6,Kangkung Air,🌿,Butuh genangan air
5.72,51.4,Talas,🍃,Kuat di tanah asam lembap
4.54,88.2,Pakis Sayur,🌿,Lembap hutan
6.41,19.2,Cabai Keriting,🌶️,Drainase baik
5.92,64.0,Oyong,🥒,Subur air tinggi
4.7,17.3,Singkong,🥔,Sangat kuat kering & asam
6.89,32.7,Kemangi,🌿,Suka panas
6.06,74.1,Selada Air,🥗,Air mengalir
5.62,49.1,Talas,🍃,Kuat di tanah asam lembap
5.29,79.1,Genjer,🌿,Suka pH rendah & basah
5.78,46.1,Talas,🍃,Kuat di tanah asam lembap
5.35,54.5,Talas,🍃,Kuat di tanah asam lembap
6.32,43.4,Sawi,🥬,Panen cepat
6.42,86.5,Kangkung Air,🌿,Butuh genangan air
7.84,21.5,Bawang Daun,🌱,Tahan pH tinggi
6.74,27.4,Kemangi,🌿,Suka panas
5.55,36.7,Terong Lalap,🍆,Tumbuh baik di kebun
5.5,46.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.12,52.0,Kembang Kol,🥦,Anti akar gada
6.69,25.5,Cabai Rawit,🌶️,Anti becek
5.92,74.1,Selada Air,🥗,Air mengalir
6.05,56.0,Oyong,🥒,Subur air tinggi
6.38,71.7,Selada Air,🥗,Air mengalir
6.71,33.3,Kemangi,🌿,Suka panas
7.93,26.1,Bawang Daun,🌱,Tahan pH tinggi
7.5,60.1,Kubis (Kol),🥬,Toleran tanah basa
7.52,60.5,Kubis (Kol),🥬,Toleran tanah basa
7.56,21.2,Bawang Daun,🌱,Tahan pH tinggi
6.21,42.0,Sawi,🥬,Panen cepat
7.88,24.6,Bawang Daun,🌱,Tahan pH tinggi
6.34,50.0,Kacang Panjang,🥢,Tanah subur ideal
5.89,34.1,Terong Lalap,🍆,Tumbuh baik di kebun
7.51,63.2,Kubis (Kol),🥬,Toleran tanah basa
6.22,54.5,Kacang Panjang,🥢,Tanah subur ideal
6.31,52.7,Kacang Panjang,🥢,Tanah subur ideal
6.53,43.8,Sawi,🥬,Panen cepat
6.47,21.0,Cabai Keriting,🌶️,Drainase baik
5.38,40.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.93,47.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.24,43.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.69,50.7,Bayam,🥬,Perlu air cukup
7.56,56.5,Kubis (Kol),🥬,Toleran tanah basa
4.73,16.6,Singkong,🥔,Sangat kuat kering & asam
6.32,75.1,Selada Air,🥗,Air mengalir
7.41,55.1,Kubis (Kol),🥬,Toleran tanah basa
6.07,62.8,Oyong,🥒,Subur air tinggi
6.62,83.8,Kangkung Air,🌿,Butuh genangan air
6.71,49.1,Bayam,🥬,Perlu air cukup
6.34,42.9,Sawi,🥬,Panen cepat
7.31,55.8,Kubis (Kol),🥬,Toleran tanah basa
5.56,39.5,Terong Lalap,🍆,Tumbuh baik di kebun
6.52,59.8,Kacang Panjang,🥢,Tanah subur ideal
6.57,80.7,Kangkung Air,🌿,Butuh genangan air
4.93,82.3,Genjer,🌿,Suka pH rendah & basah
7.32,62.5,Kubis (Kol),🥬,Toleran tanah basa
6.67,55.6,Kacang Panjang,🥢,Tanah subur ideal
6.19,21.4,Cabai Keriting,🌶️,Drainase baik
4.86,80.1,Genjer,🌿,Suka pH rendah & basah
6.79,28.2,Kemangi,🌿,Suka panas
7.58,27.9,Bawang Merah,🧅,Suka pH netral-basa
6.41,74.4,Selada Air,🥗,Air mengalir
6.18,55.2,Oyong,🥒,Subur air tinggi
6.14,73.7,Selada Air,🥗,Air mengalir
4.7,91.1,Pakis Sayur,🌿,Lembap hutan
5.31,47.5,Talas,🍃,Kuat di tanah asam lembap
7.56,29.7,Bawang Merah,🧅,Suka pH netral-basa
4.67,89.7,Pakis Sayur,🌿,Lembap hutan
5.03,49.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.06,41.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.61,51.2,Bayam,🥬,Perlu air cukup
5.27,43.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.5,25.9,Kemangi,🌿,Suka panas
4.73,91.4,Pakis Sayur,🌿,Lembap hutan
5.05,13.4,Singkong,🥔,Sangat kuat kering & asam
8.01,24.8,Bawang Daun,🌱,Tahan pH tinggi
6.0,74.5,Selada Air,🥗,Air mengalir
6.45,58.9,Oyong,🥒,Subur air tinggi
6.79,44.6,Sawi,🥬,Panen cepat
6.74,42.8,Sawi,🥬,Panen cepat
7.56,58.2,Kubis (Kol),🥬,Toleran tanah basa
4.34,92.6,Pakis Sayur,🌿,Lembap hutan
4.91,11.0,Singkong,🥔,Sangat kuat kering & asam
7.21,27.4,Bawang Merah,🧅,Suka pH netral-basa
4.42,94.5,Pakis Sayur,🌿,Lembap hutan
5.77,36.6,Terong Lalap,🍆,Tumbuh baik di kebun
5.43,46.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.0,17.5,Cabai Keriting,🌶️,Drainase baik
4.71,84.5,Genjer,🌿,Suka pH rendah & basah
5.77,45.9,Talas,🍃,Kuat di tanah asam lembap
6.65,43.4,Sawi,🥬,Panen cepat
4.75,89.7,Pakis Sayur,🌿,Lembap hutan
6.86,29.8,Kemangi,🌿,Suka panas
4.31,88.4,Pakis Sayur,🌿,Lembap hutan
5.44,48.8,Talas,🍃,Kuat di tanah asam lembap
6.67,29.1,Kemangi,🌿,Suka panas
6.7,54.4,Kacang Panjang,🥢,Tanah subur ideal
6.24,75.1,Selada Air,🥗,Air mengalir
6.35,23.7,Cabai Rawit,🌶️,Anti becek
5.32,44.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.48,27.6,Cabai Rawit,🌶️,Anti becek
6.39,76.7,Selada Air,🥗,Air mengalir
6.17,61.0,Oyong,🥒,Subur air tinggi
6.41,24.8,Cabai Rawit,🌶️,Anti becek
6.78,57.8,Kacang Panjang,🥢,Tanah subur ideal
4.25,93.6,Pakis Sayur,🌿,Lembap hutan
4.91,15.2,Singkong,🥔,Sangat kuat kering & asam
5.89,35.9,Terong Lalap,🍆,Tumbuh baik di kebun
7.56,62.5,Kubis (Kol),🥬,Toleran tanah basa
6.64,50.4,Kacang Panjang,🥢,Tanah subur ideal
7.74,29.2,Bawang Merah,🧅,Suka pH netral-basa
6.21,88.7,Kangkung Air,🌿,Butuh genangan air
7.36,62.0,Kubis (Kol),🥬,Toleran tanah basa
6.58,53.0,Bayam,🥬,Perlu air cukup
4.59,88.9,Pakis Sayur,🌿,Lembap hutan
5.08,15.3,Singkong,🥔,Sangat kuat kering & asam
7.0,52.5,Bayam,🥬,Perlu air cukup
6.48,52.5,Kacang Panjang,🥢,Tanah subur ideal
4.97,45.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.33,53.7,Kacang Panjang,🥢,Tanah subur ideal
6.61,21.8,Cabai Rawit,🌶️,Anti becek
6.03,30.0,Terong Lalap,🍆,Tumbuh baik di kebun
7.46,52.9,Kembang Kol,🥦,Anti akar gada
6.2,22.7,Cabai Keriting,🌶️,Drainase baik
6.36,22.9,Cabai Keriting,🌶️,Drainase baik
6.23,48.3,Sawi,🥬,Panen cepat
6.26,58.8,Oyong,🥒,Subur air tinggi
6.36,53.2,Kacang Panjang,🥢,Tanah subur ideal
6.51,54.3,Kacang Panjang,🥢,Tanah subur ideal
5.2,49.4,Talas,🍃,Kuat di tanah asam lembap
6.33,22.2,Cabai Keriting,🌶️,Drainase baik
5.71,49.8,Talas,🍃,Kuat di tanah asam lembap
7.39,47.6,Kembang Kol,🥦,Anti akar gada
6.8,29.7,Kemangi,🌿,Suka panas
6.81,30.8,Kemangi,🌿,Suka panas
7.37,50.1,Kembang Kol,🥦,Anti akar gada
5.23,13.3,Singkong,🥔,Sangat kuat kering & asam
5.72,32.9,Terong Lalap,🍆,Tumbuh baik di kebun
6.91,49.2,Bayam,🥬,Perlu air cukup
7.17,52.2,Kembang Kol,🥦,Anti akar gada
5.29,11.4,Singkong,🥔,Sangat kuat kering & asam
5.12,46.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.05,58.9,Oyong,🥒,Subur air tinggi
7.05,32.5,Kemangi,🌿,Suka panas
6.73,49.6,Sawi,🥬,Panen cepat
6.26,55.2,Oyong,🥒,Subur air tinggi
5.6,48.1,Talas,🍃,Kuat di tanah asam lembap
6.05,23.2,Cabai Keriting,🌶️,Drainase baik
7.78,59.5,Kubis (Kol),🥬,Toleran tanah basa
5.04,17.6,Singkong,🥔,Sangat kuat kering & asam
5.61,53.7,Talas,🍃,Kuat di tanah asam lembap
5.02,81.2,Genjer,🌿,Suka pH rendah & basah
4.35,88.4,Pakis Sayur,🌿,Lembap hutan
6.39,15.8,Cabai Keriting,🌶️,Drainase baik
6.79,49.0,Sawi,🥬,Panen cepat
6.56,29.4,Kemangi,🌿,Suka panas
6.31,40.4,Sawi,🥬,Panen cepat
6.0,16.5,Cabai Keriting,🌶️,Drainase baik
6.72,59.5,Kacang Panjang,🥢,Tanah subur ideal
6.81,47.5,Bayam,🥬,Perlu air cukup
5.5,51.1,Talas,🍃,Kuat di tanah asam lembap
7.26,30.0,Bawang Merah,🧅,Suka pH netral-basa
5.29,12.1,Singkong,🥔,Sangat kuat kering & asam
6.62,49.3,Bayam,🥬,Perlu air cukup
5.25,49.3,Talas,🍃,Kuat di tanah asam lembap
6.21,75.8,Selada Air,🥗,Air mengalir
4.91,42.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.15,72.2,Selada Air,🥗,Air mengalir
4.85,84.2,Genjer,🌿,Suka pH rendah & basah
4.25,86.3,Pakis Sayur,🌿,Lembap hutan
6.26,55.5,Kacang Panjang,🥢,Tanah subur ideal
6.77,31.5,Kemangi,🌿,Suka panas
5.48,45.3,Talas,🍃,Kuat di tanah asam lembap
5.93,71.2,Selada Air,🥗,Air mengalir
6.67,46.9,Bayam,🥬,Perlu air cukup
5.03,76.0,Genjer,🌿,Suka pH rendah & basah
6.43,70.3,Selada Air,🥗,Air mengalir
7.07,51.7,Bayam,🥬,Perlu air cukup
6.76,43.8,Sawi,🥬,Panen cepat
7.51,55.8,Kubis (Kol),🥬,Toleran tanah basa
5.82,31.0,Terong Lalap,🍆,Tumbuh baik di kebun
5.05,42.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.71,46.9,Talas,🍃,Kuat di tanah asam lembap
8.01,23.6,Bawang Daun,🌱,Tahan pH tinggi
6.78,57.8,Kacang Panjang,🥢,Tanah subur ideal
5.02,12.8,Singkong,🥔,Sangat kuat kering & asam
5.26,75.1,Genjer,🌿,Suka pH rendah & basah
6.19,63.0,Oyong,🥒,Subur air tinggi
5.29,14.9,Singkong,🥔,Sangat kuat kering & asam
5.59,38.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.77,54.1,Talas,🍃,Kuat di tanah asam lembap
6.12,73.9,Selada Air,🥗,Air mengalir
6.24,74.9,Selada Air,🥗,Air mengalir
6.38,40.5,Sawi,🥬,Panen cepat
6.03,58.1,Oyong,🥒,Subur air tinggi
7.56,30.5,Bawang Merah,🧅,Suka pH netral-basa
6.35,19.8,Cabai Keriting,🌶️,Drainase baik
7.0,26.0,Kemangi,🌿,Suka panas
5.14,49.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.24,78.6,Genjer,🌿,Suka pH rendah & basah
5.61,49.1,Talas,🍃,Kuat di tanah asam lembap
5.0,43.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.99,53.4,Bayam,🥬,Perlu air cukup
6.27,62.4,Oyong,🥒,Subur air tinggi
7.76,57.2,Kubis (Kol),🥬,Toleran tanah basa
6.44,57.3,Kacang Panjang,🥢,Tanah subur ideal
5.57,38.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.77,27.3,Kemangi,🌿,Suka panas
6.15,74.9,Selada Air,🥗,Air mengalir
6.72,48.9,Bayam,🥬,Perlu air cukup
7.03,48.2,Kembang Kol,🥦,Anti akar gada
7.32,45.6,Kembang Kol,🥦,Anti akar gada
4.3,91.3,Pakis Sayur,🌿,Lembap hutan
5.29,46.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.34,62.0,Oyong,🥒,Subur air tinggi
7.76,28.0,Bawang Daun,🌱,Tahan pH tinggi
6.0,74.6,Selada Air,🥗,Air mengalir
6.45,47.7,Sawi,🥬,Panen cepat
5.15,13.6,Singkong,🥔,Sangat kuat kering & asam
6.8,52.5,Bayam,🥬,Perlu air cukup
6.44,20.7,Cabai Keriting,🌶️,Drainase baik
6.35,74.0,Selada Air,🥗,Air mengalir
4.52,89.4,Pakis Sayur,🌿,Lembap hutan
7.2,31.7,Bawang Merah,🧅,Suka pH netral-basa
6.54,32.3,Kemangi,🌿,Suka panas
7.14,45.5,Kembang Kol,🥦,Anti akar gada
6.5,75.8,Selada Air,🥗,Air mengalir
8.09,20.6,Bawang Daun,🌱,Tahan pH tinggi
6.98,47.7,Kembang Kol,🥦,Anti akar gada
7.28,52.0,Kembang Kol,🥦,Anti akar gada
7.79,63.3,Kubis (Kol),🥬,Toleran tanah basa
8.01,20.5,Bawang Daun,🌱,Tahan pH tinggi
7.63,27.4,Bawang Daun,🌱,Tahan pH tinggi
7.25,33.9,Bawang Merah,🧅,Suka pH netral-basa
4.98,75.6,Genjer,🌿,Suka pH rendah & basah
7.36,33.7,Bawang Merah,🧅,Suka pH netral-basa
6.78,27.9,Cabai Rawit,🌶️,Anti becek
7.84,29.8,Bawang Daun,🌱,Tahan pH tinggi
7.52,26.2,Bawang Daun,🌱,Tahan pH tinggi
6.14,20.0,Cabai Keriting,🌶️,Drainase baik
5.96,20.0,Cabai Keriting,🌶️,Drainase baik
7.43,26.2,Bawang Merah,🧅,Suka pH netral-basa
6.23,41.9,Sawi,🥬,Panen cepat
7.51,57.6,Kubis (Kol),🥬,Toleran tanah basa
6.6,45.2,Sawi,🥬,Panen cepat
6.49,85.1,Kangkung Air,🌿,Butuh genangan air
6.25,55.2,Kacang Panjang,🥢,Tanah subur ideal
6.97,47.0,Kembang Kol,🥦,Anti akar gada
7.11,50.4,Kembang Kol,🥦,Anti akar gada
7.49,28.5,Bawang Merah,🧅,Suka pH netral-basa
8.05,22.9,Bawang Daun,🌱,Tahan pH tinggi
6.47,19.8,Cabai Keriting,🌶️,Drainase baik
7.68,32.9,Bawang Merah,🧅,Suka pH netral-basa
4.97,78.9,Genjer,🌿,Suka pH rendah & basah
4.88,80.6,Genjer,🌿,Suka pH rendah & basah
7.3,29.5,Bawang Merah,🧅,Suka pH netral-basa
6.25,48.9,Sawi,🥬,Panen cepat
6.25,58.6,Oyong,🥒,Subur air tinggi
7.85,25.0,Bawang Daun,🌱,Tahan pH tinggi
6.31,56.8,Kacang Panjang,🥢,Tanah subur ideal
5.67,36.9,Terong Lalap,🍆,Tumbuh baik di kebun
6.51,42.5,Sawi,🥬,Panen cepat
6.42,20.2,Cabai Rawit,🌶️,Anti becek
5.47,48.6,Talas,🍃,Kuat di tanah asam lembap
6.52,21.1,Cabai Rawit,🌶️,Anti becek
5.02,47.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.21,72.0,Selada Air,🥗,Air mengalir
7.26,34.1,Bawang Merah,🧅,Suka pH netral-basa
6.35,71.7,Selada Air,🥗,Air mengalir
6.41,79.4,Selada Air,🥗,Air mengalir
6.7,54.0,Kacang Panjang,🥢,Tanah subur ideal
6.94,29.4,Kemangi,🌿,Suka panas
7.23,30.4,Bawang Merah,🧅,Suka pH netral-basa
6.42,42.3,Sawi,🥬,Panen cepat
7.07,48.7,Kembang Kol,🥦,Anti akar gada
5.55,39.1,Terong Lalap,🍆,Tumbuh baik di kebun
5.44,45.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.08,74.6,Selada Air,🥗,Air mengalir
6.31,52.2,Kacang Panjang,🥢,Tanah subur ideal
5.48,49.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.35,46.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.99,54.4,Kembang Kol,🥦,Anti akar gada
7.75,59.0,Kubis (Kol),🥬,Toleran tanah basa
4.51,92.0,Pakis Sayur,🌿,Lembap hutan
6.4,60.5,Oyong,🥒,Subur air tinggi
5.97,32.8,Terong Lalap,🍆,Tumbuh baik di kebun
7.44,53.3,Kembang Kol,🥦,Anti akar gada
6.27,22.9,Cabai Rawit,🌶️,Anti becek
5.28,53.1,Talas,🍃,Kuat di tanah asam lembap
7.23,32.5,Bawang Merah,🧅,Suka pH netral-basa
6.08,62.3,Oyong,🥒,Subur air tinggi
5.08,80.3,Genjer,🌿,Suka pH rendah & basah
6.27,75.6,Selada Air,🥗,Air mengalir
6.31,70.2,Selada Air,🥗,Air mengalir
5.12,84.4,Genjer,🌿,Suka pH rendah & basah
6.29,74.8,Selada Air,🥗,Air mengalir
6.24,22.7,Cabai Rawit,🌶️,Anti becek
7.69,25.0,Bawang Merah,🧅,Suka pH netral-basa
6.71,42.2,Sawi,🥬,Panen cepat
6.33,72.3,Selada Air,🥗,Air mengalir
6.44,82.5,Kangkung Air,🌿,Butuh genangan air
7.23,51.1,Kembang Kol,🥦,Anti akar gada
7.33,29.4,Bawang Merah,🧅,Suka pH netral-basa
5.41,47.2,Talas,🍃,Kuat di tanah asam lembap
7.22,55.9,Kubis (Kol),🥬,Toleran tanah basa
4.25,88.7,Pakis Sayur,🌿,Lembap hutan
6.49,57.7,Oyong,🥒,Subur air tinggi
5.41,45.0,Talas,🍃,Kuat di tanah asam lembap
6.56,28.0,Kemangi,🌿,Suka panas
6.45,82.5,Kangkung Air,🌿,Butuh genangan air
6.68,22.7,Cabai Rawit,🌶️,Anti becek
7.63,33.3,Bawang Merah,🧅,Suka pH netral-basa
6.24,57.5,Oyong,🥒,Subur air tinggi
7.77,20.9,Bawang Daun,🌱,Tahan pH tinggi
6.42,54.8,Kacang Panjang,🥢,Tanah subur ideal
6.41,28.0,Cabai Rawit,🌶️,Anti becek
6.51,46.4,Sawi,🥬,Panen cepat
6.5,30.2,Kemangi,🌿,Suka panas
6.25,85.6,Kangkung Air,🌿,Butuh genangan air
5.31,45.6,Talas,🍃,Kuat di tanah asam lembap
7.96,27.9,Bawang Daun,🌱,Tahan pH tinggi
5.27,83.2,Genjer,🌿,Suka pH rendah & basah
7.22,45.6,Kembang Kol,🥦,Anti akar gada
5.28,47.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.75,52.8,Kacang Panjang,🥢,Tanah subur ideal
4.87,15.2,Singkong,🥔,Sangat kuat kering & asam
6.48,58.2,Kacang Panjang,🥢,Tanah subur ideal
7.83,30.0,Bawang Daun,🌱,Tahan pH tinggi
5.06,41.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
8.02,28.4,Bawang Daun,🌱,Tahan pH tinggi
6.46,18.2,Cabai Keriting,🌶️,Drainase baik
6.56,46.8,Bayam,🥬,Perlu air cukup
7.73,27.4,Bawang Daun,🌱,Tahan pH tinggi
6.45,15.6,Cabai Keriting,🌶️,Drainase baik
4.66,89.8,Pakis Sayur,🌿,Lembap hutan
6.47,27.3,Cabai Rawit,🌶️,Anti becek
6.3,54.0,Kacang Panjang,🥢,Tanah subur ideal
4.77,78.4,Genjer,🌿,Suka pH rendah & basah
6.05,59.1,Oyong,🥒,Subur air tinggi
6.11,74.8,Selada Air,🥗,Air mengalir
4.28,86.2,Pakis Sayur,🌿,Lembap hutan
7.63,59.2,Kubis (Kol),🥬,Toleran tanah basa
5.26,18.1,Singkong,🥔,Sangat kuat kering & asam
5.64,30.4,Terong Lalap,🍆,Tumbuh baik di kebun
6.48,60.8,Oyong,🥒,Subur air tinggi
4.78,84.4,Genjer,🌿,Suka pH rendah & basah
6.04,20.7,Cabai Keriting,🌶️,Drainase baik
6.24,26.8,Cabai Rawit,🌶️,Anti becek
6.55,29.0,Kemangi,🌿,Suka panas
7.23,47.7,Kembang Kol,🥦,Anti akar gada
6.71,50.0,Bayam,🥬,Perlu air cukup
7.48,47.5,Kembang Kol,🥦,Anti akar gada
6.52,47.5,Sawi,🥬,Panen cepat
6.15,58.8,Oyong,🥒,Subur air tinggi
6.63,26.2,Kemangi,🌿,Suka panas
7.24,45.2,Kembang Kol,🥦,Anti akar gada
7.64,55.5,Kubis (Kol),🥬,Toleran tanah basa
6.25,63.5,Oyong,🥒,Subur air tinggi
7.57,34.0,Bawang Merah,🧅,Suka pH netral-basa
6.76,29.1,Cabai Rawit,🌶️,Anti becek
6.03,19.8,Cabai Keriting,🌶️,Drainase baik
7.43,60.1,Kubis (Kol),🥬,Toleran tanah basa
6.99,50.5,Kembang Kol,🥦,Anti akar gada
7.63,64.7,Kubis (Kol),🥬,Toleran tanah basa
5.96,30.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.43,42.6,Sawi,🥬,Panen cepat
6.33,45.4,Sawi,🥬,Panen cepat
